"record_id","tag_type","tag_id","source_field"
"mofa_100_108900","entity","ROC","entity_ids"
"mofa_100_108900","event","UNGA_25_1970","event_ids"
"mofa_100_108900","event","UNGA_26_1971","event_ids"
"mofa_100_108900","keyword","DIPLOMATIC_LOBBYING","keyword_ids"
"mofa_100_108900","keyword","FOREIGN_GOVERNMENT_ATTITUDES","keyword_ids"
"mofa_100_108900","keyword","JAPANESE_DIPLOMATIC_REPORTING","keyword_ids"
"mofa_100_108900","keyword","PRC_ROC_COMPETITION","keyword_ids"
"mofa_100_108900","keyword","UN_CHINA_REPRESENTATION_ISSUE","keyword_ids"
"mofa_100_108900","keyword","VOTE_COUNTING","keyword_ids"
"mofa_100_108900","keyword","VOTING_BEHAVIOR","keyword_ids"
"mofa_100_108900","organization","UN","organization_ids"
"mofa_100_108900","organization","UNGA","organization_ids"
"mofa_100_108900","reaction_region","AFRICA","reaction_region_ids"
"mofa_100_108900","reaction_region","ASIA","reaction_region_ids"
"mofa_100_108900","reaction_region","MIDEAST","reaction_region_ids"
"mofa_100_108900","region","EAST_ASIA","region_ids"
"mofa_100_108900","region","GLOBAL","region_ids"
"mofa_100_108902","analytical_context","DECOLONIZATION_AND_UN_DIPLOMACY","analytical_context_ids"
"mofa_100_108902","analytical_context","POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION","analytical_context_ids"
"mofa_100_108902","entity","PRC","entity_ids"
"mofa_100_108902","entity","ROC","entity_ids"
"mofa_100_108902","entity","USA","entity_ids"
"mofa_100_108902","event","NIXON_CHINA_VISIT_ANNOUNCEMENT_1971","event_ids"
"mofa_100_108902","event","UNGA_26_1971","event_ids"
"mofa_100_108902","keyword","FOREIGN_GOVERNMENT_ATTITUDES","keyword_ids"
"mofa_100_108902","keyword","JAPANESE_DIPLOMATIC_REPORTING","keyword_ids"
"mofa_100_108902","keyword","NIXON_VISIT_TO_PRC","keyword_ids"
"mofa_100_108902","keyword","PRC_ROC_COMPETITION","keyword_ids"
"mofa_100_108902","keyword","UN_CHINA_REPRESENTATION_ISSUE","keyword_ids"
"mofa_100_108902","keyword","US_PRC_RAPPROCHEMENT","keyword_ids"
"mofa_100_108902","keyword","VOTE_COUNTING","keyword_ids"
"mofa_100_108902","keyword","VOTING_BEHAVIOR","keyword_ids"
"mofa_100_108902","organization","UN","organization_ids"
"mofa_100_108902","organization","UNGA","organization_ids"
"mofa_100_108902","reaction_region","GLOBAL","reaction_region_ids"
"mofa_100_108902","region","EAST_ASIA","region_ids"
"mofa_100_108902","region","GLOBAL","region_ids"
"mofa_100_109865","entity","DEU_W","entity_ids"
"mofa_100_109865","organization","EC","organization_ids"
"mofa_100_109865","reaction_region","AFRICA","reaction_region_ids"
"mofa_100_109865","reaction_region","ASIA","reaction_region_ids"
"mofa_100_109865","reaction_region","EAST_ASIA","reaction_region_ids"
"mofa_100_109865","reaction_region","EASTERN_EUROPE","reaction_region_ids"
"mofa_100_109865","reaction_region","LATIN_AMERICA","reaction_region_ids"
"mofa_100_109865","reaction_region","MIDEAST","reaction_region_ids"
"mofa_100_109865","reaction_region","SOUTH_ASIA","reaction_region_ids"
"mofa_100_109865","reaction_region","SOUTHEAST_ASIA","reaction_region_ids"
"mofa_100_109865","region","EUROPE","region_ids"
"mofa_100_109865","region","WESTERN_EUROPE","region_ids"
"mofa_100_110350","entity","CHN_AMBIG","entity_ids"
"mofa_100_110350","entity","JPN","entity_ids"
"mofa_100_110350","entity","PRC","entity_ids"
"mofa_100_110350","region","ASIA","region_ids"
"mofa_100_110682","entity","NZL","entity_ids"
"mofa_100_110682","region","ASIA_PACIFIC","region_ids"
"mofa_100_111045","region","MIDEAST","region_ids"
"mofa_100_111122","entity","JPN","entity_ids"
"mofa_100_111122","entity","USA","entity_ids"
"mofa_100_111122","organization","UN","organization_ids"
"mofa_100_111122","organization","UNGA","organization_ids"
"mofa_100_111122","reaction_region","AFRICA","reaction_region_ids"
"mofa_100_111122","reaction_region","CENTRAL_AMERICA","reaction_region_ids"
"mofa_100_111122","reaction_region","EAST_ASIA","reaction_region_ids"
"mofa_100_111122","reaction_region","GLOBAL","reaction_region_ids"
"mofa_100_111122","reaction_region","LATIN_AMERICA","reaction_region_ids"
"mofa_100_111122","reaction_region","MIDEAST","reaction_region_ids"
"mofa_100_111122","reaction_region","SOUTH_ASIA","reaction_region_ids"
"mofa_100_111122","region","NORTH_AMERICA","region_ids"
"mofa_100_112015","entity","AUS","entity_ids"
"mofa_100_112015","entity","EGY","entity_ids"
"mofa_100_112015","entity","IDN","entity_ids"
"mofa_100_112015","entity","IND","entity_ids"
"mofa_100_112015","entity","ISR","entity_ids"
"mofa_100_112015","entity","KEN","entity_ids"
"mofa_100_112015","entity","NZL","entity_ids"
"mofa_100_112015","entity","PRC","entity_ids"
"mofa_100_112015","entity","SGP","entity_ids"
"mofa_100_112015","entity","SYR","entity_ids"
"mofa_100_112015","entity","THA","entity_ids"
"mofa_100_112015","entity","TUR","entity_ids"
"mofa_100_112015","region","AFRICA","region_ids"
"mofa_100_112015","region","ASIA_PACIFIC","region_ids"
"mofa_100_112015","region","MIDEAST","region_ids"
"mofa_100_112095","bloc","SOCIALIST_BLOC","bloc_ids"
"mofa_100_112095","region","MIDEAST","region_ids"
"mofa_100_112859","entity","PRC","entity_ids"
"mofa_100_112859","entity","USSR","entity_ids"
"mofa_100_112859","region","ASIA","region_ids"
"mofa_100_113375","region","MIDEAST","region_ids"
"mofa_100_113427","entity","JPN","entity_ids"
"mofa_100_113427","entity","USA","entity_ids"
"mofa_100_113427","entity","USSR","entity_ids"
"mofa_100_113427","region","EAST_ASIA","region_ids"
"mofa_100_113427","region","EUROPE","region_ids"
"mofa_100_113427","region","GLOBAL","region_ids"
"mofa_100_114105","entity","IRN","entity_ids"
"mofa_100_114105","entity","IRQ","entity_ids"
"mofa_100_114105","region","MIDEAST","region_ids"
"mofa_100_115122","entity","JPN","entity_ids"
"mofa_100_115122","organization","UN","organization_ids"
"mofa_100_115122","region","GLOBAL","region_ids"
"mofa_100_116345","entity","IRN","entity_ids"
"mofa_100_116345","entity","IRQ","entity_ids"
"mofa_100_116345","region","MIDEAST","region_ids"
"mofa_100_116354","entity","IRN","entity_ids"
"mofa_100_116354","entity","IRQ","entity_ids"
"mofa_100_116354","region","MIDEAST","region_ids"
